"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
109,"0% : 100%",9,"",120.0,"",20.0,20.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"aneja"
0,"100% : 0%",0,120.0,"",48.071649999999984,"",48.071649999999984,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
1,"90% : 10%",0,108.0,12.0,48.32746799999999,5.0,53.32746799999999,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
2,"80% : 20%",0,96.0,24.0,48.128634,5.0,53.128634,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
3,"70% : 30%",0,84.0,36.0,47.66231500000001,5.0,52.66231500000001,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
4,"60% : 40%",0,72.0,48.0,47.970908,4.0,51.970908,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
5,"50% : 50%",0,60.0,60.0,48.75863999999999,5.0,53.75863999999999,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
6,"40% : 60%",0,48.0,72.0,48.0,5.0,53.0,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
7,"30% : 70%",0,36.0,84.0,36.0,5.0,41.0,20.0,62.0,82.0,0.2533665749355092,0.2534677136075266,0.2534677136075266,"gpba"
8,"20% : 80%",0,24.0,96.0,24.0,4.0,28.0,13.0,62.0,75.0,0.2533402929856266,0.2534617832330104,0.2534617832330104,"gpba"
9,"10% : 90%",0,12.0,108.0,12.0,5.0,17.0,7.0,68.0,75.0,0.2524197805441486,0.2533828951706552,0.2533828951706552,"gpba"
10,"0% : 100%",0,"",120.0,"",21.0,21.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"gpba"
11,"100% : 0%",1,120.0,"",47.647871,"",47.647871,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
12,"90% : 10%",1,108.0,12.0,48.286538,5.0,53.286538,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
13,"80% : 20%",1,96.0,24.0,47.313357,5.0,52.313357,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
14,"70% : 30%",1,84.0,36.0,47.03348200000001,5.0,52.03348200000001,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
15,"60% : 40%",1,72.0,48.0,48.286827,5.0,53.286827,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
16,"50% : 50%",1,60.0,60.0,48.34035599999999,5.0,53.34035599999999,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
17,"40% : 60%",1,48.0,72.0,48.018688,5.0,53.018688,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
18,"30% : 70%",1,36.0,84.0,36.0,5.0,41.0,20.0,62.0,82.0,0.2533665749355092,0.2534677136075266,0.2534677136075266,"gpba"
19,"20% : 80%",1,24.0,96.0,24.0,4.0,28.0,13.0,62.0,75.0,0.2533402929856266,0.2534617832330104,0.2534617832330104,"gpba"
20,"10% : 90%",1,12.0,108.0,12.0,5.0,17.0,7.0,68.0,75.0,0.2524197805441486,0.2533828951706552,0.2533828951706552,"gpba"
21,"0% : 100%",1,"",120.0,"",20.0,20.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"gpba"
22,"100% : 0%",2,120.0,"",47.07883399999999,"",47.07883399999999,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
23,"90% : 10%",2,108.0,12.0,48.27294500000001,5.0,53.27294500000001,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
24,"80% : 20%",2,96.0,24.0,48.158531,5.0,53.158531,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
25,"70% : 30%",2,84.0,36.0,46.799792000000004,4.0,50.799792000000004,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
26,"60% : 40%",2,72.0,48.0,48.13514,5.0,53.13514,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
27,"50% : 50%",2,60.0,60.0,48.259013,5.0,53.259013,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
28,"40% : 60%",2,48.0,72.0,47.82929700000002,5.0,52.82929700000002,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
29,"30% : 70%",2,36.0,84.0,36.0,5.0,41.0,20.0,62.0,82.0,0.2533665749355092,0.2534677136075266,0.2534677136075266,"gpba"
30,"20% : 80%",2,24.0,96.0,24.0,4.0,28.0,13.0,62.0,75.0,0.2533402929856266,0.2534617832330104,0.2534617832330104,"gpba"
31,"10% : 90%",2,12.0,108.0,12.0,5.0,17.0,7.0,68.0,75.0,0.2524197805441486,0.2533828951706552,0.2533828951706552,"gpba"
32,"0% : 100%",2,"",120.0,"",20.0,20.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"gpba"
33,"100% : 0%",3,120.0,"",47.32505800000001,"",47.32505800000001,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
34,"90% : 10%",3,108.0,12.0,48.439575,4.0,52.439575,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
35,"80% : 20%",3,96.0,24.0,48.28346499999999,5.0,53.28346499999999,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
36,"70% : 30%",3,84.0,36.0,47.30841200000002,4.0,51.30841200000002,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
37,"60% : 40%",3,72.0,48.0,48.22660900000002,5.0,53.22660900000002,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
38,"50% : 50%",3,60.0,60.0,48.260429,4.0,52.260429,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
39,"40% : 60%",3,48.0,72.0,48.0,5.0,53.0,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
40,"30% : 70%",3,36.0,84.0,36.0,5.0,41.0,19.0,63.0,82.0,0.25336553025299596,0.2534677136075266,0.2534677136075266,"gpba"
41,"20% : 80%",3,24.0,96.0,24.0,4.0,28.0,13.0,62.0,75.0,0.2533402929856266,0.2534617832330104,0.2534617832330104,"gpba"
42,"10% : 90%",3,12.0,108.0,12.0,5.0,17.0,7.0,68.0,75.0,0.2524197805441486,0.2533828951706552,0.2533828951706552,"gpba"
43,"0% : 100%",3,"",120.0,"",21.0,21.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"gpba"
44,"100% : 0%",4,120.0,"",47.436479999999996,"",47.436479999999996,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
45,"90% : 10%",4,108.0,12.0,47.955585000000006,5.0,52.955585000000006,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
46,"80% : 20%",4,96.0,24.0,48.32262400000001,5.0,53.32262400000001,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
47,"70% : 30%",4,84.0,36.0,47.53348700000001,5.0,52.53348700000001,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
48,"60% : 40%",4,72.0,48.0,48.132081000000014,4.0,52.132081000000014,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
49,"50% : 50%",4,60.0,60.0,48.268575000000006,5.0,53.268575000000006,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
50,"40% : 60%",4,48.0,72.0,48.0,5.0,53.0,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
51,"30% : 70%",4,36.0,84.0,36.0,5.0,41.0,20.0,62.0,82.0,0.2533665749355092,0.2534677136075266,0.2534677136075266,"gpba"
52,"20% : 80%",4,24.0,96.0,24.0,4.0,28.0,13.0,62.0,75.0,0.2533402929856266,0.2534617832330104,0.2534617832330104,"gpba"
53,"10% : 90%",4,12.0,108.0,12.0,5.0,17.0,7.0,68.0,75.0,0.2524197805441486,0.2533828951706552,0.2533828951706552,"gpba"
54,"0% : 100%",4,"",120.0,"",20.0,20.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"gpba"
55,"100% : 0%",5,120.0,"",47.441725999999996,"",47.441725999999996,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
56,"90% : 10%",5,108.0,12.0,48.004435,5.0,53.004435,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
57,"80% : 20%",5,96.0,24.0,47.47170500000001,5.0,52.47170500000001,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
58,"70% : 30%",5,84.0,36.0,48.021502999999996,5.0,53.021502999999996,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
59,"60% : 40%",5,72.0,48.0,48.402768,5.0,53.402768,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
60,"50% : 50%",5,60.0,60.0,47.92204099999998,5.0,52.92204099999998,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
61,"40% : 60%",5,48.0,72.0,48.0,5.0,53.0,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
62,"30% : 70%",5,36.0,84.0,36.0,5.0,41.0,20.0,62.0,82.0,0.2533665749355092,0.2534677136075266,0.2534677136075266,"gpba"
63,"20% : 80%",5,24.0,96.0,24.0,4.0,28.0,13.0,62.0,75.0,0.2533402929856266,0.2534617832330104,0.2534617832330104,"gpba"
64,"10% : 90%",5,12.0,108.0,12.0,5.0,17.0,7.0,68.0,75.0,0.2524197805441486,0.2533828951706552,0.2533828951706552,"gpba"
65,"0% : 100%",5,"",120.0,"",21.0,21.0,"",52.0,52.0,"",0.2220037706260682,0.2220037706260682,"gpba"
66,"100% : 0%",6,120.0,"",47.53756999999999,"",47.53756999999999,21.0,"",21.0,0.25336660794939186,"",0.25336660794939186,"gpba"
67,"90% : 10%",6,108.0,12.0,47.919221000000014,5.0,52.919221000000014,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
68,"80% : 20%",6,96.0,24.0,48.413056000000005,5.0,53.413056000000005,21.0,61.0,82.0,0.25336660794939186,0.2534677136075266,0.2534677136075266,"gpba"
