"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",69.95619199999999,"",69.95619199999999,56.0,"",56.0,0.28279454755235905,"",0.28279454755235905,"aneja"
1,"90% : 10%",0,108.0,12.0,68.485235,2.0,70.485235,54.0,41.0,95.0,0.28279404614040954,0.2828006417117269,0.2828006417117269,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,2.0,98.0,50.0,42.0,92.0,0.2827786652945654,0.2828006354045549,0.2828006354045549,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,2.0,86.0,44.0,47.0,91.0,0.28277074461775964,0.28280053155918816,0.28280053155918816,"aneja"
4,"60% : 40%",0,72.0,48.0,48.89354599999999,2.0,50.89354599999999,40.0,53.0,93.0,0.28276572569794955,0.28280053590059495,0.28280053590059495,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,2.0,62.0,32.0,56.0,88.0,0.28275724172070954,0.28279951381219165,0.28279951381219165,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,2.0,50.0,25.0,62.0,87.0,0.2827008092233844,0.28279950247836644,0.28279950247836644,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,2.0,38.0,20.0,59.0,79.0,0.2826712633319248,0.2827993111368665,0.2827993111368665,"aneja"
8,"20% : 80%",0,24.0,96.0,24.0,2.0,26.0,12.0,55.0,67.0,0.2823417285815164,0.2827890449735966,0.2827890449735966,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,2.0,14.0,7.0,60.0,67.0,0.28164107943435635,0.28276355194672304,0.28276355194672304,"aneja"
10,"0% : 100%",0,"",120.0,"",20.0,20.0,"",108.0,108.0,"",0.28077884799423886,0.28077884799423886,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,55.0,"",55.0,0.2827943362500768,"",0.2827943362500768,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,2.0,110.0,53.0,40.0,93.0,0.28279404614040954,0.28280063737032013,0.28280063737032013,"aneja"
13,"80% : 20%",1,96.0,24.0,62.07818999999998,2.0,64.07818999999998,51.0,43.0,94.0,0.2827787583450277,0.2828006388872995,0.2828006388872995,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,2.0,86.0,44.0,47.0,91.0,0.28277074461775964,0.28280053155918816,0.28280053155918816,"aneja"
15,"60% : 40%",1,72.0,48.0,72.0,2.0,74.0,38.0,53.0,91.0,0.2827654099857143,0.28280053155918816,0.28280053155918816,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,2.0,62.0,33.0,55.0,88.0,0.2827572877814065,0.28279951381219165,0.28279951381219165,"aneja"
17,"40% : 60%",1,48.0,72.0,33.313294,3.0,36.313294,25.0,63.0,88.0,0.2826992693312119,0.28279950247836644,0.28279950247836644,"aneja"
18,"30% : 70%",1,36.0,84.0,36.0,2.0,38.0,20.0,59.0,79.0,0.2826712633319248,0.2827993111368665,0.2827993111368665,"aneja"
19,"20% : 80%",1,24.0,96.0,15.355642,2.0,17.355642,13.0,54.0,67.0,0.2823593614166131,0.2827890449735966,0.2827890449735966,"aneja"
20,"10% : 90%",1,12.0,108.0,12.0,2.0,14.0,7.0,60.0,67.0,0.28164107943435635,0.28276355194672304,0.28276355194672304,"aneja"
21,"0% : 100%",1,"",120.0,"",18.0,18.0,"",108.0,108.0,"",0.28077884799423886,0.28077884799423886,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,55.0,"",55.0,0.2827943362500768,"",0.2827943362500768,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,2.0,110.0,53.0,40.0,93.0,0.28279404614040954,0.28280063737032013,0.28280063737032013,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,2.0,98.0,50.0,42.0,92.0,0.2827786652945654,0.2828006354045549,0.2828006354045549,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,2.0,86.0,45.0,46.0,91.0,0.28277098037502413,0.28280053155918816,0.28280053155918816,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,2.0,74.0,38.0,53.0,91.0,0.2827654099857143,0.28280053155918816,0.28280053155918816,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,2.0,62.0,31.0,57.0,88.0,0.2827563864858904,0.28279951381219165,0.28279951381219165,"aneja"
28,"40% : 60%",2,48.0,72.0,33.694503999999995,2.0,35.694503999999995,25.0,63.0,88.0,0.2826992693312119,0.28279950247836644,0.28279950247836644,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,2.0,38.0,18.0,60.0,78.0,0.2826108492354146,0.2827989029501833,0.2827989029501833,"aneja"
30,"20% : 80%",2,24.0,96.0,14.993027,2.0,16.993026999999998,13.0,54.0,67.0,0.2823593614166131,0.2827890449735966,0.2827890449735966,"aneja"
31,"10% : 90%",2,12.0,108.0,12.0,2.0,14.0,7.0,60.0,67.0,0.28164107943435635,0.28276355194672304,0.28276355194672304,"aneja"
32,"0% : 100%",2,"",120.0,"",20.0,20.0,"",108.0,108.0,"",0.28077884799423886,0.28077884799423886,"aneja"
33,"100% : 0%",3,120.0,"",120.0,"",120.0,55.0,"",55.0,0.2827943362500768,"",0.2827943362500768,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,2.0,110.0,53.0,40.0,93.0,0.28279404614040954,0.28280063737032013,0.28280063737032013,"aneja"
35,"80% : 20%",3,96.0,24.0,63.14401199999999,2.0,65.14401199999999,50.0,42.0,92.0,0.282778765021526,0.28280058274552544,0.28280058274552544,"aneja"
36,"70% : 30%",3,84.0,36.0,84.0,2.0,86.0,45.0,46.0,91.0,0.28277098037502413,0.28280053155918816,0.28280053155918816,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,2.0,74.0,38.0,53.0,91.0,0.2827654099857143,0.28280053155918816,0.28280053155918816,"aneja"
38,"50% : 50%",3,60.0,60.0,60.0,2.0,62.0,32.0,56.0,88.0,0.28275724172070954,0.28279951381219165,0.28279951381219165,"aneja"
39,"40% : 60%",3,48.0,72.0,48.0,2.0,50.0,25.0,62.0,87.0,0.2827008092233844,0.28279950247836644,0.28279950247836644,"aneja"
40,"30% : 70%",3,36.0,84.0,24.805047999999996,2.0,26.805047999999996,20.0,59.0,79.0,0.28264088741334725,0.2827989029501833,0.2827989029501833,"aneja"
41,"20% : 80%",3,24.0,96.0,15.458044000000001,2.0,17.458044,13.0,54.0,67.0,0.2823593614166131,0.2827890449735966,0.2827890449735966,"aneja"
42,"10% : 90%",3,12.0,108.0,12.0,2.0,14.0,7.0,60.0,67.0,0.28164107943435635,0.28276355194672304,0.28276355194672304,"aneja"
43,"0% : 100%",3,"",120.0,"",19.0,19.0,"",108.0,108.0,"",0.28077884799423886,0.28077884799423886,"aneja"
44,"100% : 0%",4,120.0,"",120.0,"",120.0,55.0,"",55.0,0.2827943362500768,"",0.2827943362500768,"aneja"
45,"90% : 10%",4,108.0,12.0,108.0,2.0,110.0,53.0,40.0,93.0,0.28279404614040954,0.28280063737032013,0.28280063737032013,"aneja"
46,"80% : 20%",4,96.0,24.0,96.0,2.0,98.0,48.0,44.0,92.0,0.2827782358324876,0.28280058274552544,0.28280058274552544,"aneja"
47,"70% : 30%",4,84.0,36.0,84.0,2.0,86.0,45.0,46.0,91.0,0.28277098037502413,0.28280053155918816,0.28280053155918816,"aneja"
48,"60% : 40%",4,72.0,48.0,72.0,3.0,75.0,38.0,53.0,91.0,0.2827654099857143,0.28280053155918816,0.28280053155918816,"aneja"
49,"50% : 50%",4,60.0,60.0,60.0,2.0,62.0,33.0,55.0,88.0,0.2827572877814065,0.28279951381219165,0.28279951381219165,"aneja"
50,"40% : 60%",4,48.0,72.0,33.47278800000001,2.0,35.47278800000001,25.0,63.0,88.0,0.2826992693312119,0.28279950247836644,0.28279950247836644,"aneja"
51,"30% : 70%",4,36.0,84.0,36.0,2.0,38.0,20.0,59.0,79.0,0.2826712633319248,0.2827993111368665,0.2827993111368665,"aneja"
52,"20% : 80%",4,24.0,96.0,15.322588999999999,2.0,17.322589,13.0,54.0,67.0,0.2823593614166131,0.2827890449735966,0.2827890449735966,"aneja"
53,"10% : 90%",4,12.0,108.0,7.723317000000001,2.0,9.723317000000002,8.0,61.0,69.0,0.2816410844880691,0.2827635562881298,0.2827635562881298,"aneja"
54,"0% : 100%",4,"",120.0,"",20.0,20.0,"",108.0,108.0,"",0.28077884799423886,0.28077884799423886,"aneja"
55,"100% : 0%",5,120.0,"",120.0,"",120.0,55.0,"",55.0,0.2827943362500768,"",0.2827943362500768,"aneja"
56,"90% : 10%",5,108.0,12.0,108.0,2.0,110.0,53.0,40.0,93.0,0.28279404614040954,0.28280063737032013,0.28280063737032013,"aneja"
57,"80% : 20%",5,96.0,24.0,62.96847000000002,2.0,64.96847000000002,50.0,42.0,92.0,0.282778765021526,0.28280058274552544,0.28280058274552544,"aneja"
58,"70% : 30%",5,84.0,36.0,84.0,2.0,86.0,45.0,46.0,91.0,0.28277098037502413,0.28280053155918816,0.28280053155918816,"aneja"
59,"60% : 40%",5,72.0,48.0,72.0,2.0,74.0,38.0,53.0,91.0,0.2827654099857143,0.28280053155918816,0.28280053155918816,"aneja"
60,"50% : 50%",5,60.0,60.0,60.0,2.0,62.0,32.0,56.0,88.0,0.28275724172070954,0.28279951381219165,0.28279951381219165,"aneja"
61,"40% : 60%",5,48.0,72.0,48.0,2.0,50.0,25.0,62.0,87.0,0.2827008092233844,0.28279950247836644,0.28279950247836644,"aneja"
62,"30% : 70%",5,36.0,84.0,36.0,2.0,38.0,20.0,59.0,79.0,0.2826712633319248,0.2827993111368665,0.2827993111368665,"aneja"
