"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",120.0,"",120.0,87.0,"",87.0,0.24355898924813504,"",0.24355898924813504,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,6.0,114.0,82.0,215.0,297.0,0.2435560774861437,0.24389759697795022,0.24389759697795022,"aneja"
2,"80% : 20%",0,96.0,24.0,68.44416199999999,6.0,74.44416199999999,73.0,222.0,295.0,0.24325165652689382,0.24389630874153484,0.24389630874153484,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,7.0,91.0,66.0,231.0,297.0,0.24313733290593145,0.24389091939425925,0.24389091939425925,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,7.0,79.0,56.0,239.0,295.0,0.24309587655065637,0.24389067743762252,0.24389067743762252,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,6.0,66.0,47.0,224.0,271.0,0.24299961361954056,0.2438808619623545,0.2438808619623545,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,6.0,54.0,40.0,229.0,269.0,0.24185677562729244,0.2438799541347504,0.2438799541347504,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,6.0,42.0,36.0,230.0,266.0,0.2417079749102691,0.24386166031099663,0.24386166031099663,"aneja"
8,"20% : 80%",0,24.0,96.0,24.0,7.0,31.0,26.0,254.0,280.0,0.23910295403852785,0.24383149842365817,0.24383149842365817,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,8.0,20.0,14.0,262.0,276.0,0.23313517872372017,0.24378367978865234,0.24378367978865234,"aneja"
10,"0% : 100%",0,"",120.0,"",27.0,27.0,"",265.0,265.0,"",0.23672280901614817,0.23672280901614817,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,87.0,"",87.0,0.24355898924813504,"",0.24355898924813504,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,6.0,114.0,81.0,216.0,297.0,0.24355529248681154,0.24389759697795022,0.24389759697795022,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,6.0,102.0,73.0,224.0,297.0,0.24325271886202446,0.24389759697795022,0.24389759697795022,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,7.0,91.0,66.0,231.0,297.0,0.24313733290593145,0.24389091939425925,0.24389091939425925,"aneja"
15,"60% : 40%",1,72.0,48.0,50.788571999999995,6.0,56.788571999999995,57.0,238.0,295.0,0.24309672020011278,0.24389067743762252,0.24389067743762252,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,6.0,66.0,47.0,224.0,271.0,0.24299961361954056,0.2438808619623545,0.2438808619623545,"aneja"
17,"40% : 60%",1,48.0,72.0,33.56458299999999,6.0,39.56458299999999,41.0,228.0,269.0,0.24186703590886968,0.2438799541347504,0.2438799541347504,"aneja"
18,"30% : 70%",1,36.0,84.0,36.0,6.0,42.0,35.0,231.0,266.0,0.2417051186587069,0.24386166031099663,0.24386166031099663,"aneja"
19,"20% : 80%",1,24.0,96.0,24.0,8.0,32.0,27.0,253.0,280.0,0.23910424996857385,0.24383149842365817,0.24383149842365817,"aneja"
20,"10% : 90%",1,12.0,108.0,12.0,8.0,20.0,14.0,262.0,276.0,0.23313517872372017,0.24378367978865234,0.24378367978865234,"aneja"
21,"0% : 100%",1,"",120.0,"",27.0,27.0,"",265.0,265.0,"",0.23672280901614817,0.23672280901614817,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,87.0,"",87.0,0.24355898924813504,"",0.24355898924813504,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,6.0,114.0,80.0,217.0,297.0,0.24355469021791407,0.24389759697795022,0.24389759697795022,"aneja"
24,"80% : 20%",2,96.0,24.0,68.47939900000002,6.0,74.47939900000002,73.0,223.0,296.0,0.24325130182870439,0.24389630874153484,0.24389630874153484,"aneja"
25,"70% : 30%",2,84.0,36.0,60.596676,7.0,67.596676,65.0,230.0,295.0,0.24310712753579614,0.24389067743762252,0.24389067743762252,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,7.0,79.0,56.0,239.0,295.0,0.24309587655065637,0.24389067743762252,0.24389067743762252,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,6.0,66.0,48.0,223.0,271.0,0.24302425213403664,0.2438808619623545,0.2438808619623545,"aneja"
28,"40% : 60%",2,48.0,72.0,48.0,6.0,54.0,40.0,229.0,269.0,0.24185677562729244,0.2438799541347504,0.2438799541347504,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,6.0,42.0,35.0,231.0,266.0,0.2417051186587069,0.24386166031099663,0.24386166031099663,"aneja"
30,"20% : 80%",2,24.0,96.0,24.0,8.0,32.0,27.0,253.0,280.0,0.23910424996857385,0.24383149842365817,0.24383149842365817,"aneja"
31,"10% : 90%",2,12.0,108.0,12.0,8.0,20.0,14.0,262.0,276.0,0.23313517872372017,0.24378367978865234,0.24378367978865234,"aneja"
32,"0% : 100%",2,"",120.0,"",28.0,28.0,"",265.0,265.0,"",0.23672280901614817,0.23672280901614817,"aneja"
33,"100% : 0%",3,120.0,"",120.0,"",120.0,87.0,"",87.0,0.24355898924813504,"",0.24355898924813504,"aneja"
34,"90% : 10%",3,108.0,12.0,76.04587,6.0,82.04587,82.0,216.0,298.0,0.24355577354923266,0.24389759697795022,0.24389759697795022,"aneja"
35,"80% : 20%",3,96.0,24.0,96.0,6.0,102.0,73.0,224.0,297.0,0.24325271886202446,0.24389759697795022,0.24389759697795022,"aneja"
36,"70% : 30%",3,84.0,36.0,60.52269199999999,6.0,66.52269199999999,65.0,230.0,295.0,0.24310712753579614,0.24389067743762252,0.24389067743762252,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,7.0,79.0,57.0,238.0,295.0,0.24309672020011278,0.24389067743762252,0.24389067743762252,"aneja"
38,"50% : 50%",3,60.0,60.0,60.0,6.0,66.0,47.0,224.0,271.0,0.24299961361954056,0.2438808619623545,0.2438808619623545,"aneja"
39,"40% : 60%",3,48.0,72.0,48.0,6.0,54.0,40.0,229.0,269.0,0.24185677562729244,0.2438799541347504,0.2438799541347504,"aneja"
40,"30% : 70%",3,36.0,84.0,36.0,6.0,42.0,36.0,230.0,266.0,0.2417079749102691,0.24386166031099663,0.24386166031099663,"aneja"
41,"20% : 80%",3,24.0,96.0,24.0,8.0,32.0,26.0,254.0,280.0,0.23910295403852785,0.24383149842365817,0.24383149842365817,"aneja"
42,"10% : 90%",3,12.0,108.0,12.0,8.0,20.0,14.0,262.0,276.0,0.23313517872372017,0.24378367978865234,0.24378367978865234,"aneja"
43,"0% : 100%",3,"",120.0,"",27.0,27.0,"",265.0,265.0,"",0.23672280901614817,0.23672280901614817,"aneja"
44,"100% : 0%",4,120.0,"",120.0,"",120.0,87.0,"",87.0,0.24355898924813504,"",0.24355898924813504,"aneja"
45,"90% : 10%",4,108.0,12.0,108.0,6.0,114.0,80.0,217.0,297.0,0.24355469021791407,0.24389759697795022,0.24389759697795022,"aneja"
46,"80% : 20%",4,96.0,24.0,68.35966899999998,6.0,74.35966899999998,73.0,222.0,295.0,0.24325165652689382,0.24389630874153484,0.24389630874153484,"aneja"
47,"70% : 30%",4,84.0,36.0,84.0,7.0,91.0,65.0,232.0,297.0,0.243117968528731,0.24389091939425925,0.24389091939425925,"aneja"
48,"60% : 40%",4,72.0,48.0,50.73090599999999,6.0,56.73090599999999,57.0,238.0,295.0,0.24309672020011278,0.24389067743762252,0.24389067743762252,"aneja"
49,"50% : 50%",4,60.0,60.0,60.0,6.0,66.0,47.0,224.0,271.0,0.24299961361954056,0.2438808619623545,0.2438808619623545,"aneja"
50,"40% : 60%",4,48.0,72.0,48.0,6.0,54.0,40.0,229.0,269.0,0.24185677562729244,0.2438799541347504,0.2438799541347504,"aneja"
51,"30% : 70%",4,36.0,84.0,36.0,6.0,42.0,35.0,231.0,266.0,0.2417051186587069,0.24386166031099663,0.24386166031099663,"aneja"
52,"20% : 80%",4,24.0,96.0,24.0,7.0,31.0,26.0,254.0,280.0,0.23910295403852785,0.24383149842365817,0.24383149842365817,"aneja"
53,"10% : 90%",4,12.0,108.0,12.0,8.0,20.0,14.0,262.0,276.0,0.23313517872372017,0.24378367978865234,0.24378367978865234,"aneja"
54,"0% : 100%",4,"",120.0,"",28.0,28.0,"",265.0,265.0,"",0.23672280901614817,0.23672280901614817,"aneja"
55,"100% : 0%",5,120.0,"",120.0,"",120.0,87.0,"",87.0,0.24355898924813504,"",0.24355898924813504,"aneja"
56,"90% : 10%",5,108.0,12.0,108.0,6.0,114.0,81.0,216.0,297.0,0.24355529248681154,0.24389759697795022,0.24389759697795022,"aneja"
