"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",120.0,"",120.0,16.0,"",16.0,0.3399402425525283,"",0.3399402425525283,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,12.0,120.0,16.0,133.0,149.0,0.3399402425525283,0.3495781426991872,0.3495781426991872,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,24.0,120.0,14.0,152.0,166.0,0.32845258014860834,0.34949040729145425,0.34949040729145425,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,29.0,113.0,13.0,151.0,164.0,0.32833809212811166,0.34942076816701395,0.34942076816701395,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,29.0,101.0,12.0,152.0,164.0,0.32824374431418274,0.34942076816701395,0.34942076816701395,"aneja"
5,"50% : 50%",0,60.0,60.0,60.178802,31.0,91.17880199999999,11.0,150.0,161.0,0.32816022665668976,0.349443371917391,0.349443371917391,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,30.0,78.0,9.0,149.0,158.0,0.32804911430071754,0.3491406327654226,0.3491406327654226,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,38.0,74.0,7.0,200.0,207.0,0.30475801676145986,0.3489897071396329,0.3489897071396329,"aneja"
8,"20% : 80%",0,24.0,96.0,24.063619,35.0,59.063619,5.0,192.0,197.0,0.31792871842193976,0.3479367783780612,0.3479367783780612,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,29.0,41.0,3.0,166.0,169.0,0.24966243126383625,0.3470218118198043,0.3470218118198043,"aneja"
10,"0% : 100%",0,"",120.0,"",80.0,80.0,"",147.0,147.0,"",0.19369971889729826,0.19369971889729826,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,16.0,"",16.0,0.3399402425525283,"",0.3399402425525283,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,12.0,120.0,16.0,124.0,140.0,0.3399402425525283,0.3495776393587094,0.3495776393587094,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,24.0,120.0,14.0,152.0,166.0,0.32845258014860834,0.34949040729145425,0.34949040729145425,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,29.0,113.0,13.0,151.0,164.0,0.32833809212811166,0.34942076816701395,0.34942076816701395,"aneja"
15,"60% : 40%",1,72.0,48.0,72.0,29.0,101.0,12.0,152.0,164.0,0.32824374431418274,0.34942076816701395,0.34942076816701395,"aneja"
16,"50% : 50%",1,60.0,60.0,60.054132,29.0,89.05413200000001,11.0,150.0,161.0,0.32816022665668976,0.349443371917391,0.349443371917391,"aneja"
17,"40% : 60%",1,48.0,72.0,48.0,28.0,76.0,9.0,149.0,158.0,0.32804911430071754,0.3491406327654226,0.3491406327654226,"aneja"
18,"30% : 70%",1,36.0,84.0,36.0,41.0,77.0,7.0,200.0,207.0,0.30475801676145986,0.3489897071396329,0.3489897071396329,"aneja"
19,"20% : 80%",1,24.0,96.0,24.0,29.0,53.0,5.0,156.0,161.0,0.30397160272585566,0.34833431985981317,0.34833431985981317,"aneja"
20,"10% : 90%",1,12.0,108.0,12.0,29.0,41.0,3.0,166.0,169.0,0.24966243126383625,0.3470218118198043,0.3470218118198043,"aneja"
21,"0% : 100%",1,"",120.0,"",81.0,81.0,"",147.0,147.0,"",0.19369971889729826,0.19369971889729826,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,16.0,"",16.0,0.3399402425525283,"",0.3399402425525283,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,12.0,120.0,16.0,124.0,140.0,0.3399402425525283,0.3495776562273056,0.3495776562273056,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,24.0,120.0,14.0,152.0,166.0,0.32845258014860834,0.34949040729145425,0.34949040729145425,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,30.0,114.0,13.0,151.0,164.0,0.32833809212811166,0.34942076816701395,0.34942076816701395,"aneja"
26,"60% : 40%",2,72.0,48.0,65.767798,29.0,94.767798,12.0,152.0,164.0,0.32824374431418274,0.34942076816701395,0.34942076816701395,"aneja"
27,"50% : 50%",2,60.0,60.0,60.216097000000005,28.0,88.216097,11.0,150.0,161.0,0.32816022665668976,0.349443371917391,0.349443371917391,"aneja"
28,"40% : 60%",2,48.0,72.0,48.0,28.0,76.0,9.0,149.0,158.0,0.32804911430071754,0.3491406327654226,0.3491406327654226,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,38.0,74.0,7.0,200.0,207.0,0.30475801676145986,0.3489897071396329,0.3489897071396329,"aneja"
30,"20% : 80%",2,24.0,96.0,24.089063,35.0,59.089062999999996,5.0,192.0,197.0,0.31792871842193976,0.3479367783780612,0.3479367783780612,"aneja"
31,"10% : 90%",2,12.0,108.0,12.0,29.0,41.0,3.0,166.0,169.0,0.24966243126383625,0.3470218118198043,0.3470218118198043,"aneja"
32,"0% : 100%",2,"",120.0,"",81.0,81.0,"",147.0,147.0,"",0.19369971889729826,0.19369971889729826,"aneja"
33,"100% : 0%",3,120.0,"",120.0,"",120.0,16.0,"",16.0,0.3399402425525283,"",0.3399402425525283,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,12.0,120.0,16.0,124.0,140.0,0.3399402425525283,0.3495776393587094,0.3495776393587094,"aneja"
35,"80% : 20%",3,96.0,24.0,96.0,24.0,120.0,14.0,152.0,166.0,0.32845258014860834,0.34949040729145425,0.34949040729145425,"aneja"
36,"70% : 30%",3,84.0,36.0,84.0,30.0,114.0,13.0,151.0,164.0,0.32833809212811166,0.34942076816701395,0.34942076816701395,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,29.0,101.0,12.0,152.0,164.0,0.32824374431418274,0.34942076816701395,0.34942076816701395,"aneja"
38,"50% : 50%",3,60.0,60.0,60.060781,28.0,88.06078099999999,11.0,150.0,161.0,0.32816022665668976,0.349443371917391,0.349443371917391,"aneja"
39,"40% : 60%",3,48.0,72.0,48.0,27.0,75.0,9.0,149.0,158.0,0.32804911430071754,0.3491406327654226,0.3491406327654226,"aneja"
40,"30% : 70%",3,36.0,84.0,36.0,38.0,74.0,7.0,200.0,207.0,0.30475801676145986,0.3489897071396329,0.3489897071396329,"aneja"
41,"20% : 80%",3,24.0,96.0,24.076988,35.0,59.076988,5.0,192.0,197.0,0.31792871842193976,0.3479367783780612,0.3479367783780612,"aneja"
42,"10% : 90%",3,12.0,108.0,12.0,29.0,41.0,3.0,166.0,169.0,0.24966243126383625,0.3470218118198043,0.3470218118198043,"aneja"
43,"0% : 100%",3,"",120.0,"",81.0,81.0,"",147.0,147.0,"",0.19369971889729826,0.19369971889729826,"aneja"
44,"100% : 0%",4,120.0,"",120.0,"",120.0,16.0,"",16.0,0.3399402425525283,"",0.3399402425525283,"aneja"
45,"90% : 10%",4,108.0,12.0,108.0,12.0,120.0,16.0,124.0,140.0,0.3399402425525283,0.3495776393587094,0.3495776393587094,"aneja"
46,"80% : 20%",4,96.0,24.0,96.0,24.0,120.0,14.0,152.0,166.0,0.32845258014860834,0.34949040729145425,0.34949040729145425,"aneja"
