"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",120.0,"",120.0,149.0,"",149.0,0.17785879977303165,"",0.17785879977303165,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,0.0,108.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,0.0,96.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,0.0,84.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,0.0,72.0,140.0,22.0,162.0,0.17785783119578077,0.17786095572737182,0.17786095572737182,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,0.0,60.0,134.0,28.0,162.0,0.177856163966509,0.17786095572737182,0.17786095572737182,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,0.0,48.0,126.0,34.0,160.0,0.17785492469087263,0.17786060649164295,0.17786060649164295,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,0.0,36.0,106.0,51.0,157.0,0.17784079714120934,0.17786036653310072,0.17786036653310072,"aneja"
8,"20% : 80%",0,24.0,96.0,24.0,0.0,24.0,85.0,67.0,152.0,0.17779027578837514,0.17785993691088572,0.17785993691088572,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,0.0,12.0,51.0,97.0,148.0,0.1774623788564316,0.17785794117330087,0.17785794117330087,"aneja"
10,"0% : 100%",0,"",120.0,"",3.0,3.0,"",120.0,120.0,"",0.17705316871634252,0.17705316871634252,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,149.0,"",149.0,0.17785879977303165,"",0.17785879977303165,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,0.0,108.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,0.0,96.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,0.0,84.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
15,"60% : 40%",1,72.0,48.0,72.0,0.0,72.0,140.0,22.0,162.0,0.17785783119578077,0.17786095572737182,0.17786095572737182,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,0.0,60.0,134.0,28.0,162.0,0.177856163966509,0.17786095572737182,0.17786095572737182,"aneja"
17,"40% : 60%",1,48.0,72.0,48.0,0.0,48.0,126.0,34.0,160.0,0.17785492469087263,0.17786060649164295,0.17786060649164295,"aneja"
18,"30% : 70%",1,36.0,84.0,36.0,0.0,36.0,106.0,51.0,157.0,0.17784079714120934,0.17786036653310072,0.17786036653310072,"aneja"
19,"20% : 80%",1,24.0,96.0,24.0,0.0,24.0,85.0,67.0,152.0,0.17779027578837514,0.17785993691088572,0.17785993691088572,"aneja"
20,"10% : 90%",1,12.0,108.0,12.0,0.0,12.0,51.0,97.0,148.0,0.1774623788564316,0.17785794117330087,0.17785794117330087,"aneja"
21,"0% : 100%",1,"",120.0,"",3.0,3.0,"",120.0,120.0,"",0.17705316871634252,0.17705316871634252,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,149.0,"",149.0,0.17785879977303165,"",0.17785879977303165,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,0.0,108.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,0.0,96.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,0.0,84.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,0.0,72.0,140.0,22.0,162.0,0.17785783119578077,0.17786095572737182,0.17786095572737182,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,0.0,60.0,134.0,28.0,162.0,0.177856163966509,0.17786095572737182,0.17786095572737182,"aneja"
28,"40% : 60%",2,48.0,72.0,48.0,0.0,48.0,126.0,34.0,160.0,0.17785492469087263,0.17786060649164295,0.17786060649164295,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,0.0,36.0,106.0,51.0,157.0,0.17784079714120934,0.17786036653310072,0.17786036653310072,"aneja"
30,"20% : 80%",2,24.0,96.0,24.0,0.0,24.0,85.0,67.0,152.0,0.17779027578837514,0.17785993691088572,0.17785993691088572,"aneja"
31,"10% : 90%",2,12.0,108.0,12.0,0.0,12.0,50.0,98.0,148.0,0.17743857728768594,0.17785794117330087,0.17785794117330087,"aneja"
32,"0% : 100%",2,"",120.0,"",3.0,3.0,"",120.0,120.0,"",0.17705316871634252,0.17705316871634252,"aneja"
33,"100% : 0%",3,120.0,"",120.0,"",120.0,149.0,"",149.0,0.17785879977303165,"",0.17785879977303165,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,0.0,108.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
35,"80% : 20%",3,96.0,24.0,96.0,0.0,96.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
36,"70% : 30%",3,84.0,36.0,16.466729000000004,0.0,16.466729000000004,148.0,22.0,170.0,0.1778587284350936,0.17786112045577032,0.17786112045577032,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,0.0,72.0,140.0,22.0,162.0,0.17785783119578077,0.17786095572737182,0.17786095572737182,"aneja"
38,"50% : 50%",3,60.0,60.0,60.0,0.0,60.0,134.0,28.0,162.0,0.177856163966509,0.17786095572737182,0.17786095572737182,"aneja"
39,"40% : 60%",3,48.0,72.0,48.0,0.0,48.0,126.0,34.0,160.0,0.17785492469087263,0.17786060649164295,0.17786060649164295,"aneja"
40,"30% : 70%",3,36.0,84.0,36.0,0.0,36.0,106.0,51.0,157.0,0.17784079714120934,0.17786036653310072,0.17786036653310072,"aneja"
41,"20% : 80%",3,24.0,96.0,24.0,0.0,24.0,85.0,67.0,152.0,0.17779027578837514,0.17785993691088572,0.17785993691088572,"aneja"
42,"10% : 90%",3,12.0,108.0,12.0,0.0,12.0,51.0,97.0,148.0,0.1774623788564316,0.17785794117330087,0.17785794117330087,"aneja"
43,"0% : 100%",3,"",120.0,"",3.0,3.0,"",120.0,120.0,"",0.17705316871634252,0.17705316871634252,"aneja"
44,"100% : 0%",4,120.0,"",120.0,"",120.0,149.0,"",149.0,0.17785879977303165,"",0.17785879977303165,"aneja"
45,"90% : 10%",4,108.0,12.0,108.0,0.0,108.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
46,"80% : 20%",4,96.0,24.0,96.0,0.0,96.0,147.0,15.0,162.0,0.1778587284350936,0.17786095572737182,0.17786095572737182,"aneja"
47,"70% : 30%",4,84.0,36.0,84.0,0.0,84.0,146.0,16.0,162.0,0.17785871985569027,0.17786095572737182,0.17786095572737182,"aneja"
48,"60% : 40%",4,72.0,48.0,72.0,0.0,72.0,140.0,22.0,162.0,0.17785783119578077,0.17786095572737182,0.17786095572737182,"aneja"
49,"50% : 50%",4,60.0,60.0,60.0,0.0,60.0,134.0,28.0,162.0,0.177856163966509,0.17786095572737182,0.17786095572737182,"aneja"
50,"40% : 60%",4,48.0,72.0,48.0,0.0,48.0,126.0,34.0,160.0,0.17785492469087263,0.17786060649164295,0.17786060649164295,"aneja"
51,"30% : 70%",4,36.0,84.0,36.0,0.0,36.0,106.0,51.0,157.0,0.17784079714120934,0.17786036653310072,0.17786036653310072,"aneja"
52,"20% : 80%",4,24.0,96.0,24.0,0.0,24.0,85.0,67.0,152.0,0.17779027578837514,0.17785993691088572,0.17785993691088572,"aneja"
53,"10% : 90%",4,12.0,108.0,12.0,0.0,12.0,51.0,97.0,148.0,0.1774623788564316,0.17785794117330087,0.17785794117330087,"aneja"
54,"0% : 100%",4,"",120.0,"",3.0,3.0,"",120.0,120.0,"",0.17705316871634252,0.17705316871634252,"aneja"
