"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",120.0,"",120.0,37.0,"",37.0,0.6741588417231359,"",0.6741588417231359,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,13.0,121.0,35.0,221.0,256.0,0.671181160079631,0.6772189626386617,0.6772189626386617,"aneja"
2,"80% : 20%",0,96.0,24.0,88.412468,25.0,113.412468,33.0,259.0,292.0,0.670866450780493,0.6776783476321818,0.6776783476321818,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,37.0,121.0,28.0,272.0,300.0,0.6704523231359009,0.6776715378300375,0.6776715378300375,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,45.0,117.0,27.0,273.0,300.0,0.6704032373680154,0.6776715378300375,0.6776715378300375,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,42.0,102.0,22.0,302.0,324.0,0.6634690451780517,0.6775949268714956,0.6775949268714956,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,40.0,88.0,20.0,310.0,330.0,0.6625351820148224,0.6775481330642878,0.6775481330642878,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,40.0,76.0,15.0,315.0,330.0,0.6615297040923915,0.6775481330642878,0.6775481330642878,"aneja"
8,"20% : 80%",0,24.0,96.0,24.211479,52.0,76.211479,11.0,318.0,329.0,0.6451987573306562,0.6773213580329159,0.6773213580329159,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,61.0,73.0,6.0,333.0,339.0,0.6075369186879371,0.6774107879605391,0.6774107879605391,"aneja"
10,"0% : 100%",0,"",120.0,"",121.0,121.0,"",176.0,176.0,"",0.6348830016360983,0.6348830016360983,"aneja"
11,"100% : 0%",1,120.0,"",112.83210999999996,"",112.83210999999996,38.0,"",38.0,0.67415936479651,"",0.67415936479651,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,13.0,121.0,34.0,220.0,254.0,0.6711643927300599,0.677214744551028,0.677214744551028,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,25.0,121.0,33.0,259.0,292.0,0.670866450780493,0.6776783476321818,0.6776783476321818,"aneja"
14,"70% : 30%",1,84.0,36.0,84.29163000000001,37.0,121.29163000000001,29.0,272.0,301.0,0.6705206689538018,0.6776715378300375,0.6776715378300375,"aneja"
15,"60% : 40%",1,72.0,48.0,72.0,41.0,113.0,26.0,274.0,300.0,0.6703322253582387,0.6776715378300375,0.6776715378300375,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,41.0,101.0,22.0,302.0,324.0,0.6634690451780517,0.6775949268714956,0.6775949268714956,"aneja"
17,"40% : 60%",1,48.0,72.0,48.0,40.0,88.0,20.0,310.0,330.0,0.6625351820148224,0.6775481330642878,0.6775481330642878,"aneja"
18,"30% : 70%",1,36.0,84.0,36.204544999999996,40.0,76.204545,15.0,316.0,331.0,0.6614732436868322,0.6775481330642878,0.6775481330642878,"aneja"
19,"20% : 80%",1,24.0,96.0,24.368471000000003,51.0,75.368471,12.0,319.0,331.0,0.6453126606737275,0.6773214830725246,0.6773214830725246,"aneja"
20,"10% : 90%",1,12.0,108.0,12.0,57.0,69.0,6.0,333.0,339.0,0.6075369186879371,0.6774107879605391,0.6774107879605391,"aneja"
21,"0% : 100%",1,"",120.0,"",121.0,121.0,"",165.0,165.0,"",0.6220503683605573,0.6220503683605573,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,37.0,"",37.0,0.6741588417231359,"",0.6741588417231359,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,13.0,121.0,33.0,219.0,252.0,0.670866450780493,0.6772074259132878,0.6772074259132878,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,25.0,121.0,31.0,262.0,293.0,0.6705791134217381,0.677670707672476,0.677670707672476,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,37.0,121.0,30.0,270.0,300.0,0.670565248224722,0.6776715378300375,0.6776715378300375,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,40.0,112.0,26.0,274.0,300.0,0.6703322253582387,0.6776715378300375,0.6776715378300375,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,41.0,101.0,22.0,302.0,324.0,0.6634690451780517,0.6775949268714956,0.6775949268714956,"aneja"
28,"40% : 60%",2,48.0,72.0,48.0,40.0,88.0,19.0,311.0,330.0,0.6624177140501544,0.6775481330642878,0.6775481330642878,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,40.0,76.0,16.0,314.0,330.0,0.6622550671325421,0.6775481330642878,0.6775481330642878,"aneja"
30,"20% : 80%",2,24.0,96.0,24.0,51.0,75.0,11.0,313.0,324.0,0.645311927952122,0.6773211924006273,0.6773211924006273,"aneja"
31,"10% : 90%",2,12.0,108.0,12.0,57.0,69.0,6.0,333.0,339.0,0.6075369186879371,0.6774107879605391,0.6774107879605391,"aneja"
32,"0% : 100%",2,"",120.0,"",121.0,121.0,"",171.0,171.0,"",0.6221269196833001,0.6221269196833001,"aneja"
33,"100% : 0%",3,120.0,"",112.629363,"",112.629363,38.0,"",38.0,0.67415936479651,"",0.67415936479651,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,13.0,121.0,35.0,219.0,254.0,0.671181160079631,0.6772151167576758,0.6772151167576758,"aneja"
35,"80% : 20%",3,96.0,24.0,96.0,25.0,121.0,31.0,262.0,293.0,0.6705791134217381,0.677670707672476,0.677670707672476,"aneja"
36,"70% : 30%",3,84.0,36.0,84.0,37.0,121.0,31.0,269.0,300.0,0.6705791134217381,0.6776715378300375,0.6776715378300375,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,40.0,112.0,26.0,274.0,300.0,0.6703322253582387,0.6776715378300375,0.6776715378300375,"aneja"
38,"50% : 50%",3,60.0,60.0,60.0,41.0,101.0,22.0,302.0,324.0,0.6634690451780517,0.6775949268714956,0.6775949268714956,"aneja"
39,"40% : 60%",3,48.0,72.0,48.277107,40.0,88.277107,21.0,310.0,331.0,0.6627303069230006,0.6775481330642878,0.6775481330642878,"aneja"
40,"30% : 70%",3,36.0,84.0,36.0,40.0,76.0,15.0,315.0,330.0,0.6615297040923915,0.6775481330642878,0.6775481330642878,"aneja"
41,"20% : 80%",3,24.0,96.0,24.157132,51.0,75.157132,12.0,319.0,331.0,0.6453126606737275,0.6773214830725246,0.6773214830725246,"aneja"
