"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",120.0,"",120.0,71.0,"",71.0,0.7175353527475757,"",0.7175353527475757,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,12.0,120.0,63.0,248.0,311.0,0.717449514607191,0.7188128201745787,0.7188128201745787,"aneja"
2,"80% : 20%",0,96.0,24.0,85.74263000000002,16.0,101.74263000000002,54.0,257.0,311.0,0.7173466496066437,0.7188128201745787,0.7188128201745787,"aneja"
3,"70% : 30%",0,84.0,36.0,74.52973099999998,17.0,91.52973099999998,46.0,277.0,323.0,0.7158269539107788,0.7187928031010637,0.7187928031010637,"aneja"
4,"60% : 40%",0,72.0,48.0,62.29903,17.0,79.29903,42.0,281.0,323.0,0.7157345215680345,0.7187514738835696,0.7187514738835696,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,17.0,77.0,37.0,286.0,323.0,0.715551099774587,0.7187516472365109,0.7187516472365109,"aneja"
6,"40% : 60%",0,48.0,72.0,41.864476,17.0,58.864476,30.0,297.0,327.0,0.7122204703729528,0.7187430066913395,0.7187430066913395,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,17.0,53.0,25.0,277.0,302.0,0.7113806462838771,0.7186385448348791,0.7186385448348791,"aneja"
8,"20% : 80%",0,24.0,96.0,21.717947,18.0,39.717946999999995,18.0,299.0,317.0,0.7100962373036482,0.7187267617718973,0.7187267617718973,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,22.0,34.0,12.0,331.0,343.0,0.701633928212339,0.7186693735451036,0.7186693735451036,"aneja"
10,"0% : 100%",0,"",120.0,"",74.0,74.0,"",481.0,481.0,"",0.7183321563892915,0.7183321563892915,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,71.0,"",71.0,0.7175353527475757,"",0.7175353527475757,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,12.0,120.0,62.0,249.0,311.0,0.7174456351092325,0.7188128201745787,0.7188128201745787,"aneja"
13,"80% : 20%",1,96.0,24.0,85.90858099999998,16.0,101.90858099999998,54.0,257.0,311.0,0.7173466496066437,0.7188128201745787,0.7188128201745787,"aneja"
14,"70% : 30%",1,84.0,36.0,74.50847600000002,16.0,90.50847600000002,46.0,277.0,323.0,0.7158269539107788,0.7187928031010637,0.7187928031010637,"aneja"
15,"60% : 40%",1,72.0,48.0,62.663751000000005,16.0,78.663751,42.0,281.0,323.0,0.7157345215680345,0.718754215317798,0.718754215317798,"aneja"
16,"50% : 50%",1,60.0,60.0,53.10456299999999,17.0,70.10456299999998,36.0,288.0,324.0,0.7154588694154652,0.7187432655367137,0.7187432655367137,"aneja"
17,"40% : 60%",1,48.0,72.0,42.09799000000001,17.0,59.09799000000001,30.0,295.0,325.0,0.7123961818701691,0.7187429992026163,0.7187429992026163,"aneja"
18,"30% : 70%",1,36.0,84.0,32.715356,17.0,49.715356,25.0,280.0,305.0,0.711234234526313,0.7186386872938016,0.7186386872938016,"aneja"
19,"20% : 80%",1,24.0,96.0,21.473943,22.0,43.473943,17.0,341.0,358.0,0.7034334614598002,0.7187204402255979,0.7187204402255979,"aneja"
20,"10% : 90%",1,12.0,108.0,10.546159000000001,21.0,31.546159000000003,13.0,332.0,345.0,0.7016339977965105,0.7186694519261371,0.7186694519261371,"aneja"
21,"0% : 100%",1,"",120.0,"",75.0,75.0,"",481.0,481.0,"",0.7183321563892915,0.7183321563892915,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,71.0,"",71.0,0.7175353527475757,"",0.7175353527475757,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,12.0,120.0,62.0,249.0,311.0,0.7174456351092325,0.7188128201745787,0.7188128201745787,"aneja"
24,"80% : 20%",2,96.0,24.0,85.903027,16.0,101.903027,54.0,257.0,311.0,0.7173466496066437,0.7188128201745787,0.7188128201745787,"aneja"
25,"70% : 30%",2,84.0,36.0,74.65605599999999,16.0,90.65605599999999,46.0,277.0,323.0,0.7158487614888974,0.7187927054006372,0.7187927054006372,"aneja"
26,"60% : 40%",2,72.0,48.0,62.44016299999999,16.0,78.44016299999998,42.0,281.0,323.0,0.7157345215680345,0.718754215317798,0.718754215317798,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,17.0,77.0,36.0,288.0,324.0,0.7154979343674527,0.7187432655367137,0.7187432655367137,"aneja"
28,"40% : 60%",2,48.0,72.0,42.026438,17.0,59.026438,30.0,295.0,325.0,0.7123961818701691,0.7187429992026163,0.7187429992026163,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,17.0,53.0,25.0,277.0,302.0,0.7113806462838771,0.7186385448348791,0.7186385448348791,"aneja"
30,"20% : 80%",2,24.0,96.0,21.583140999999998,20.0,41.583141,18.0,324.0,342.0,0.7106158665399221,0.7186381398828248,0.7186381398828248,"aneja"
31,"10% : 90%",2,12.0,108.0,10.447223,21.0,31.447223,13.0,332.0,345.0,0.7016339977965105,0.7186694519261371,0.7186694519261371,"aneja"
32,"0% : 100%",2,"",120.0,"",77.0,77.0,"",481.0,481.0,"",0.7183321563892915,0.7183321563892915,"aneja"
33,"100% : 0%",3,120.0,"",106.532528,"",106.532528,72.0,"",72.0,0.7175382305531247,"",0.7175382305531247,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,12.0,120.0,62.0,249.0,311.0,0.7174456351092325,0.7188128201745787,0.7188128201745787,"aneja"
35,"80% : 20%",3,96.0,24.0,85.79592,16.0,101.79592,54.0,257.0,311.0,0.7173466496066437,0.7188128201745787,0.7188128201745787,"aneja"
36,"70% : 30%",3,84.0,36.0,84.0,16.0,100.0,46.0,277.0,323.0,0.7158487614888974,0.7187927054006372,0.7187927054006372,"aneja"
37,"60% : 40%",3,72.0,48.0,62.550536,16.0,78.550536,42.0,281.0,323.0,0.7157345215680345,0.718754215317798,0.718754215317798,"aneja"
38,"50% : 50%",3,60.0,60.0,60.0,17.0,77.0,37.0,286.0,323.0,0.715551099774587,0.7187516472365109,0.7187516472365109,"aneja"
39,"40% : 60%",3,48.0,72.0,41.98546799999999,17.0,58.98546799999999,30.0,295.0,325.0,0.7123961818701691,0.7187429992026163,0.7187429992026163,"aneja"
