"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",97.798563,"",97.798563,49.0,"",49.0,0.38892818781935723,"",0.38892818781935723,"aneja"
1,"90% : 10%",0,108.0,12.0,88.05535499999999,12.0,100.05535499999999,46.0,252.0,298.0,0.3888879700017332,0.39036036801473295,0.39036036801473295,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,23.0,119.0,40.0,301.0,341.0,0.38883822714178085,0.3903668513297422,0.3903668513297422,"aneja"
3,"70% : 30%",0,84.0,36.0,72.72462399999998,21.0,93.72462399999998,38.0,304.0,342.0,0.38883032902028714,0.3903668513297422,0.3903668513297422,"aneja"
4,"60% : 40%",0,72.0,48.0,63.913693,21.0,84.913693,35.0,298.0,333.0,0.38870358544909267,0.3903494251490879,0.3903494251490879,"aneja"
5,"50% : 50%",0,60.0,60.0,51.76657000000001,22.0,73.76657,30.0,296.0,326.0,0.38708766813543277,0.39034262944720854,0.39034262944720854,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,21.0,69.0,24.0,301.0,325.0,0.38697452581310365,0.39034262944720854,0.39034262944720854,"aneja"
7,"30% : 70%",0,36.0,84.0,33.32848,23.0,56.32848,18.0,303.0,321.0,0.38275878383019546,0.39013831196697835,0.39013831196697835,"aneja"
8,"20% : 80%",0,24.0,96.0,22.171858999999998,32.0,54.171859,12.0,326.0,338.0,0.3830645791866109,0.3902284059591136,0.3902284059591136,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,36.0,48.0,7.0,331.0,338.0,0.3738483396418187,0.3901869980842734,0.3901869980842734,"aneja"
10,"0% : 100%",0,"",120.0,"",120.0,120.0,"",145.0,145.0,"",0.3770859902670336,0.3770859902670336,"aneja"
