"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",120.0,"",120.0,69.0,"",69.0,0.3411565372013425,"",0.3411565372013425,"aneja"
1,"90% : 10%",0,108.0,12.0,103.128633,12.0,115.128633,64.0,653.0,717.0,0.3411290731294429,0.3428238224590327,0.3428238224590327,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,21.0,117.0,56.0,845.0,901.0,0.3394416189803421,0.34287644153204266,0.34287644153204266,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,23.0,107.0,50.0,851.0,901.0,0.33937390296746267,0.34287644153204266,0.34287644153204266,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,22.0,94.0,43.0,849.0,892.0,0.3392230503163029,0.34287534623934585,0.34287534623934585,"aneja"
5,"50% : 50%",0,60.0,60.0,58.981777,22.0,80.981777,36.0,851.0,887.0,0.3388791383186886,0.3428660382475977,0.3428660382475977,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,25.0,73.0,30.0,889.0,919.0,0.3353688715789225,0.3428647837517927,0.3428647837517927,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,25.0,61.0,23.0,890.0,913.0,0.3350419114955857,0.34282762587175636,0.34282762587175636,"aneja"
8,"20% : 80%",0,24.0,96.0,23.692551,34.0,57.692551,13.0,901.0,914.0,0.32596637848568494,0.34264962698576834,0.34264962698576834,"aneja"
9,"10% : 90%",0,12.0,108.0,11.70553,41.0,52.705529999999996,10.0,936.0,946.0,0.30789750805442945,0.3425945188729223,0.3425945188729223,"aneja"
10,"0% : 100%",0,"",120.0,"",63.0,63.0,"",806.0,806.0,"",0.3401579801025473,0.3401579801025473,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,69.0,"",69.0,0.3411565372013425,"",0.3411565372013425,"aneja"
12,"90% : 10%",1,108.0,12.0,103.11414599999999,12.0,115.11414599999999,65.0,653.0,718.0,0.3411389586568961,0.3428240481611024,0.3428240481611024,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,22.0,118.0,57.0,858.0,915.0,0.33955054827565095,0.3428764689256869,0.3428764689256869,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,21.0,105.0,50.0,851.0,901.0,0.33937390296746267,0.34287644153204266,0.34287644153204266,"aneja"
15,"60% : 40%",1,72.0,48.0,70.95070700000002,21.0,91.95070700000002,43.0,850.0,893.0,0.3392020800444256,0.34287534623934585,0.34287534623934585,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,24.0,84.0,34.0,883.0,917.0,0.3358423011356282,0.34286567838629445,0.34286567838629445,"aneja"
17,"40% : 60%",1,48.0,72.0,48.0,26.0,74.0,30.0,889.0,919.0,0.3353688715789225,0.3428647837517927,0.3428647837517927,"aneja"
18,"30% : 70%",1,36.0,84.0,35.33795800000001,25.0,60.33795800000001,24.0,890.0,914.0,0.335054540431551,0.34282762587175636,0.34282762587175636,"aneja"
19,"20% : 80%",1,24.0,96.0,24.0,33.0,57.0,13.0,901.0,914.0,0.32596637848568494,0.34264962698576834,0.34264962698576834,"aneja"
20,"10% : 90%",1,12.0,108.0,11.697262,41.0,52.697262,10.0,936.0,946.0,0.30789750805442945,0.3425945188729223,0.3425945188729223,"aneja"
21,"0% : 100%",1,"",120.0,"",63.0,63.0,"",806.0,806.0,"",0.3401579801025473,0.3401579801025473,"aneja"
22,"100% : 0%",2,120.0,"",114.160307,"",114.160307,70.0,"",70.0,0.3411631291810549,"",0.3411631291810549,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,12.0,120.0,64.0,682.0,746.0,0.34113886791586123,0.3428412301140168,0.3428412301140168,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,21.0,117.0,56.0,845.0,901.0,0.3394416189803421,0.34287644153204266,0.34287644153204266,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,21.0,105.0,50.0,851.0,901.0,0.33937390296746267,0.34287644153204266,0.34287644153204266,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,21.0,93.0,43.0,849.0,892.0,0.3392230503163029,0.34287534623934585,0.34287534623934585,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,22.0,82.0,36.0,843.0,879.0,0.33887767873281033,0.342872530100766,0.342872530100766,"aneja"
28,"40% : 60%",2,48.0,72.0,46.997282000000006,25.0,71.99728200000001,30.0,895.0,925.0,0.3353624659407871,0.3428560630693571,0.3428560630693571,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,25.0,61.0,23.0,890.0,913.0,0.3350419114955857,0.34282762587175636,0.34282762587175636,"aneja"
30,"20% : 80%",2,24.0,96.0,24.0,32.0,56.0,14.0,901.0,915.0,0.32620394286480753,0.342773446510556,0.342773446510556,"aneja"
31,"10% : 90%",2,12.0,108.0,11.696624999999997,40.0,51.696625,10.0,936.0,946.0,0.30789750805442945,0.3425945188729223,0.3425945188729223,"aneja"
32,"0% : 100%",2,"",120.0,"",63.0,63.0,"",806.0,806.0,"",0.3401579801025473,0.3401579801025473,"aneja"
33,"100% : 0%",3,120.0,"",120.0,"",120.0,69.0,"",69.0,0.3411565372013425,"",0.3411565372013425,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,12.0,120.0,64.0,677.0,741.0,0.34113886791586123,0.34282659349749367,0.34282659349749367,"aneja"
35,"80% : 20%",3,96.0,24.0,96.0,21.0,117.0,57.0,858.0,915.0,0.33955054827565095,0.3428764689256869,0.3428764689256869,"aneja"
36,"70% : 30%",3,84.0,36.0,81.205859,21.0,102.205859,50.0,851.0,901.0,0.33937390296746267,0.34287644153204266,0.34287644153204266,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,21.0,93.0,43.0,849.0,892.0,0.3392230503163029,0.34287534623934585,0.34287534623934585,"aneja"
