"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",80.217363,"",80.217363,5.0,"",5.0,0.5729663721215095,"",0.5729663721215095,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,3.0,111.0,4.0,9.0,13.0,0.5729663721215095,0.5732783993376765,0.5732783993376765,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,3.0,99.0,4.0,9.0,13.0,0.5729663721215095,0.5732783993376765,0.5732783993376765,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,3.0,87.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,3.0,75.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,3.0,63.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,3.0,51.0,2.0,10.0,12.0,0.5700709586925923,0.5732881746793625,0.5732881746793625,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,3.0,39.0,2.0,10.0,12.0,0.5700709586925923,0.5732881746793625,0.5732881746793625,"aneja"
8,"20% : 80%",0,24.0,96.0,24.0,2.0,26.0,1.0,10.0,11.0,0.5641398779161767,0.5731757373043946,0.5731757373043946,"aneja"
9,"10% : 90%",0,12.0,108.0,12.275044,62.0,74.275044,1.0,88.0,89.0,0.0,0.5725837584271327,0.5725837584271327,"aneja"
10,"0% : 100%",0,"",120.0,"",75.0,75.0,"",44.0,44.0,"",0.5727804617171485,0.5727804617171485,"aneja"
11,"100% : 0%",1,120.0,"",79.02278700000001,"",79.02278700000001,5.0,"",5.0,0.5729663721215095,"",0.5729663721215095,"aneja"
12,"90% : 10%",1,108.0,12.0,108.0,3.0,111.0,4.0,9.0,13.0,0.5729663721215095,0.5732783993376765,0.5732783993376765,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,3.0,99.0,4.0,9.0,13.0,0.5729663721215095,0.5732783993376765,0.5732783993376765,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,3.0,87.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
15,"60% : 40%",1,72.0,48.0,72.0,3.0,75.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,3.0,63.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
17,"40% : 60%",1,48.0,72.0,48.0,3.0,51.0,2.0,10.0,12.0,0.5700709586925923,0.5732881746793625,0.5732881746793625,"aneja"
18,"30% : 70%",1,36.0,84.0,36.0,3.0,39.0,2.0,10.0,12.0,0.5700709586925923,0.5732881746793625,0.5732881746793625,"aneja"
19,"20% : 80%",1,24.0,96.0,24.0,2.0,26.0,1.0,10.0,11.0,0.5641398779161767,0.5731757373043946,0.5731757373043946,"aneja"
20,"10% : 90%",1,12.0,108.0,12.210758,62.0,74.210758,1.0,88.0,89.0,0.0,0.5725837584271327,0.5725837584271327,"aneja"
21,"0% : 100%",1,"",120.0,"",75.0,75.0,"",44.0,44.0,"",0.5727804617171485,0.5727804617171485,"aneja"
22,"100% : 0%",2,120.0,"",78.91503000000002,"",78.91503000000002,5.0,"",5.0,0.5729663721215095,"",0.5729663721215095,"aneja"
23,"90% : 10%",2,108.0,12.0,108.0,3.0,111.0,4.0,9.0,13.0,0.5729663721215095,0.5732783993376765,0.5732783993376765,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,3.0,99.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,3.0,87.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,3.0,75.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,3.0,63.0,3.0,9.0,12.0,0.5724886463566231,0.5732881388582363,0.5732881388582363,"aneja"
28,"40% : 60%",2,48.0,72.0,48.0,3.0,51.0,2.0,10.0,12.0,0.5700709586925923,0.5732881746793625,0.5732881746793625,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,3.0,39.0,2.0,10.0,12.0,0.5700709586925923,0.5732881746793625,0.5732881746793625,"aneja"
30,"20% : 80%",2,24.0,96.0,24.0,2.0,26.0,1.0,10.0,11.0,0.5641398779161767,0.5731757373043946,0.5731757373043946,"aneja"
