"","ratio","iteration","exact_solver_timeout","heuristic_timeout","exact_solver_exec_time","heuristic_exec_time","total_exec_time","exact_solver_new_solutions_count","heuristic_new_solutions_count","total_solutions_count","exact_solver_hypervolume","heuristic_hypervolume","final_hypervolume","method"
0,"100% : 0%",0,120.0,"",90.648338,"",90.648338,28.0,"",28.0,0.1779110842314878,"",0.1779110842314878,"aneja"
1,"90% : 10%",0,108.0,12.0,108.0,12.0,120.0,24.0,181.0,205.0,0.17756068501738245,0.1797533067234836,0.1797533067234836,"aneja"
2,"80% : 20%",0,96.0,24.0,96.0,24.0,120.0,23.0,263.0,286.0,0.17754005414656895,0.18037604080333258,0.18037604080333258,"aneja"
3,"70% : 30%",0,84.0,36.0,84.0,36.0,120.0,21.0,318.0,339.0,0.1774388892778659,0.18074643799613813,0.18074643799613813,"aneja"
4,"60% : 40%",0,72.0,48.0,72.0,48.0,120.0,20.0,339.0,359.0,0.17710185824007155,0.18079753913920144,0.18079753913920144,"aneja"
5,"50% : 50%",0,60.0,60.0,60.0,58.0,118.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
6,"40% : 60%",0,48.0,72.0,48.0,59.0,107.0,15.0,401.0,416.0,0.17341714989125392,0.1807742612209018,0.1807742612209018,"aneja"
7,"30% : 70%",0,36.0,84.0,36.0,67.0,103.0,12.0,414.0,426.0,0.1656119256234346,0.18077059548339097,0.18077059548339097,"aneja"
8,"20% : 80%",0,24.0,96.0,24.0,68.0,92.0,8.0,418.0,426.0,0.16434338635985166,0.18077059548339097,0.18077059548339097,"aneja"
9,"10% : 90%",0,12.0,108.0,12.0,86.0,98.0,4.0,344.0,348.0,0.10471811334671757,0.18074384259359666,0.18074384259359666,"aneja"
10,"0% : 100%",0,"",120.0,"",120.0,120.0,"",297.0,297.0,"",0.14514396430830956,0.14514396430830956,"aneja"
11,"100% : 0%",1,120.0,"",120.0,"",120.0,28.0,"",28.0,0.1779110842314878,"",0.1779110842314878,"aneja"
12,"90% : 10%",1,108.0,12.0,77.77440000000001,12.0,89.77440000000001,24.0,181.0,205.0,0.17755527335017937,0.1797526352703967,0.1797526352703967,"aneja"
13,"80% : 20%",1,96.0,24.0,96.0,24.0,120.0,23.0,263.0,286.0,0.17754005414656895,0.18037604080333258,0.18037604080333258,"aneja"
14,"70% : 30%",1,84.0,36.0,84.0,36.0,120.0,21.0,323.0,344.0,0.1774388892778659,0.18071843326384351,0.18071843326384351,"aneja"
15,"60% : 40%",1,72.0,48.0,72.0,48.0,120.0,20.0,339.0,359.0,0.17710185824007155,0.18079753913920144,0.18079753913920144,"aneja"
16,"50% : 50%",1,60.0,60.0,60.0,59.0,119.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
17,"40% : 60%",1,48.0,72.0,48.0,58.0,106.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
18,"30% : 70%",1,36.0,84.0,36.0,66.0,102.0,12.0,414.0,426.0,0.1656119256234346,0.18077059548339097,0.18077059548339097,"aneja"
19,"20% : 80%",1,24.0,96.0,24.100317,66.0,90.100317,8.0,418.0,426.0,0.16434338635985166,0.18077059548339097,0.18077059548339097,"aneja"
20,"10% : 90%",1,12.0,108.0,12.0,86.0,98.0,4.0,344.0,348.0,0.10471811334671757,0.18074384259359666,0.18074384259359666,"aneja"
21,"0% : 100%",1,"",120.0,"",120.0,120.0,"",298.0,298.0,"",0.14512795592623917,0.14512795592623917,"aneja"
22,"100% : 0%",2,120.0,"",120.0,"",120.0,28.0,"",28.0,0.1779110842314878,"",0.1779110842314878,"aneja"
23,"90% : 10%",2,108.0,12.0,78.785577,12.0,90.785577,24.0,181.0,205.0,0.17755527335017937,0.1797500548472096,0.1797500548472096,"aneja"
24,"80% : 20%",2,96.0,24.0,96.0,24.0,120.0,23.0,264.0,287.0,0.17754005414656895,0.18037652892503925,0.18037652892503925,"aneja"
25,"70% : 30%",2,84.0,36.0,84.0,36.0,120.0,22.0,319.0,341.0,0.17751588554371264,0.18071816099481255,0.18071816099481255,"aneja"
26,"60% : 40%",2,72.0,48.0,72.0,48.0,120.0,19.0,340.0,359.0,0.17706670093883278,0.18079753913920144,0.18079753913920144,"aneja"
27,"50% : 50%",2,60.0,60.0,60.0,59.0,119.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
28,"40% : 60%",2,48.0,72.0,48.0,58.0,106.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
29,"30% : 70%",2,36.0,84.0,36.0,67.0,103.0,12.0,414.0,426.0,0.1656119256234346,0.18077059548339097,0.18077059548339097,"aneja"
30,"20% : 80%",2,24.0,96.0,24.101809999999997,67.0,91.10181,8.0,418.0,426.0,0.16434338635985166,0.18077059548339097,0.18077059548339097,"aneja"
31,"10% : 90%",2,12.0,108.0,12.105779,63.0,75.105779,5.0,332.0,337.0,0.14586608764682613,0.18063622327581508,0.18063622327581508,"aneja"
32,"0% : 100%",2,"",120.0,"",120.0,120.0,"",300.0,300.0,"",0.14509643135769096,0.14509643135769096,"aneja"
33,"100% : 0%",3,120.0,"",120.0,"",120.0,27.0,"",27.0,0.17789662642347434,"",0.17789662642347434,"aneja"
34,"90% : 10%",3,108.0,12.0,108.0,12.0,120.0,24.0,181.0,205.0,0.17756068501738245,0.17975072630029654,0.17975072630029654,"aneja"
35,"80% : 20%",3,96.0,24.0,96.0,24.0,120.0,23.0,265.0,288.0,0.17754005414656895,0.18037717325205038,0.18037717325205038,"aneja"
36,"70% : 30%",3,84.0,36.0,84.0,36.0,120.0,22.0,324.0,346.0,0.17751588554371264,0.18075286460747042,0.18075286460747042,"aneja"
37,"60% : 40%",3,72.0,48.0,72.0,48.0,120.0,19.0,340.0,359.0,0.17706670093883278,0.18079753913920144,0.18079753913920144,"aneja"
38,"50% : 50%",3,60.0,60.0,60.0,59.0,119.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
39,"40% : 60%",3,48.0,72.0,48.0,59.0,107.0,16.0,400.0,416.0,0.17342264144506572,0.1807742612209018,0.1807742612209018,"aneja"
40,"30% : 70%",3,36.0,84.0,36.0,66.0,102.0,12.0,414.0,426.0,0.1656119256234346,0.18077059548339097,0.18077059548339097,"aneja"
41,"20% : 80%",3,24.0,96.0,24.106273,66.0,90.106273,8.0,418.0,426.0,0.16434338635985166,0.18077059548339097,0.18077059548339097,"aneja"
42,"10% : 90%",3,12.0,108.0,12.095379000000001,63.0,75.09537900000001,5.0,332.0,337.0,0.14586608764682613,0.18063622327581508,0.18063622327581508,"aneja"
43,"0% : 100%",3,"",120.0,"",120.0,120.0,"",297.0,297.0,"",0.14514396430830956,0.14514396430830956,"aneja"
44,"100% : 0%",4,120.0,"",90.04067,"",90.04067,28.0,"",28.0,0.1779110842314878,"",0.1779110842314878,"aneja"
45,"90% : 10%",4,108.0,12.0,108.0,12.0,120.0,24.0,181.0,205.0,0.17756068501738245,0.1797533067234836,0.1797533067234836,"aneja"
46,"80% : 20%",4,96.0,24.0,96.0,24.0,120.0,23.0,260.0,283.0,0.17754005414656895,0.180374216168416,0.180374216168416,"aneja"
47,"70% : 30%",4,84.0,36.0,84.0,36.0,120.0,21.0,323.0,344.0,0.1774388892778659,0.18071843326384351,0.18071843326384351,"aneja"
48,"60% : 40%",4,72.0,48.0,63.947604999999996,48.0,111.947605,20.0,339.0,359.0,0.17710185824007155,0.18079753913920144,0.18079753913920144,"aneja"
